position,rank,patent_id,serpapi_link,title,priority_date,filing_date,grant_date,publication_date,inventor,assignee,publication_number,language,thumbnail,pdf,page
6,5,patent/US20210142684A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20210142684A1%2Fen,Railroad crossing and adjacent signalized intersection vehicular traffic …,2014-11-19,2020-05-22,,2021-05-13,Thomas N. Hilleary,The Island Radar Company,US20210142684A1,en,https://patentimages.storage.googleapis.com/39/f6/6c/4f08ac0e4464b4/US20210142684A1-20210513-D00000.png,https://patentimages.storage.googleapis.com/af/2f/ad/8d4cfe0bd15f29/US20210142684A1.pdf,18.0
7,6,patent/US11397500B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11397500B2%2Fen,Vehicle interior component,2013-08-12,2020-06-11,2022-07-26,2022-07-26,Christopher Kring,Shanghai Yanfeng Jinqiao Automotive Trim Systems Co. Ltd.,US11397500B2,en,https://patentimages.storage.googleapis.com/a0/fa/6a/142a8d5a615bf9/US11397500-20220726-D00000.png,https://patentimages.storage.googleapis.com/9a/f8/da/17db6968155a2a/US11397500.pdf,18.0
8,7,patent/US11709950B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11709950B2%2Fen,Security system and method for protecting a vehicle electronic system,2012-03-29,2021-08-23,2023-07-25,2023-07-25,Gil Litichever,Sheelds Cyber Ltd.,US11709950B2,en,https://patentimages.storage.googleapis.com/83/53/6b/eb1441af75c80c/US11709950-20230725-D00000.png,https://patentimages.storage.googleapis.com/75/9c/2c/d919f20ee5c172/US11709950.pdf,18.0
9,8,patent/US10776169B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10776169B2%2Fen,Specially programmed computing systems with associated devices configured to …,2017-01-05,2019-01-28,2020-09-15,2020-09-15,Dionis Teshler,GuardKnox Cyber Techologies Ltd.,US10776169B2,en,https://patentimages.storage.googleapis.com/d0/3a/7b/d5bcd0733165c5/US10776169-20200915-D00000.png,https://patentimages.storage.googleapis.com/25/15/27/c781c5b951bbff/US10776169.pdf,18.0
10,9,patent/US20240020968A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20240020968A1%2Fen,Improving geo-registration using machine-learning based object identification,2020-10-08,2021-09-05,,2024-01-18,Menashe Haskin,Edgy Bees Ltd.,US20240020968A1,en,https://patentimages.storage.googleapis.com/b9/b6/ae/c3fc2bf9d678c6/US20240020968A1-20240118-D00000.png,https://patentimages.storage.googleapis.com/d0/ae/e9/5918af70f3d045/US20240020968A1.pdf,18.0
1,0,patent/US11322029B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11322029B2%2Fen,"System, medium, and method for real-time data services based on geo-location …",2017-11-22,2018-05-22,2022-05-03,2022-05-03,Mark Allan Nelson,Bank Of America Corporation,US11322029B2,en,https://patentimages.storage.googleapis.com/54/ee/52/19ace40c3cb17f/US11322029-20220503-D00000.png,https://patentimages.storage.googleapis.com/c4/98/e6/734f47cf7d53b3/US11322029.pdf,19.0
2,1,patent/US20210105288A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20210105288A1%2Fen,Automated security policy generation for controllers,2016-04-06,2020-10-19,,2021-04-08,Tal Efraim Ben David,Karamba Security Ltd.,US20210105288A1,en,https://patentimages.storage.googleapis.com/ea/62/e8/838cd8235e1cab/US20210105288A1-20210408-D00000.png,https://patentimages.storage.googleapis.com/1c/e5/86/2d096be94d8ba8/US20210105288A1.pdf,19.0
3,2,patent/US11906290B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11906290B2%2Fen,Method and apparatus for cooperative usage of multiple distance meters,2016-03-04,2022-01-10,2024-02-20,2024-02-20,Yehuda Binder,May Patents Ltd.,US11906290B2,en,https://patentimages.storage.googleapis.com/d8/5d/45/88d0cb91c3f93b/US11906290-20240220-D00000.png,https://patentimages.storage.googleapis.com/4b/8f/81/7ac84b9571c2e4/US11906290.pdf,19.0
4,3,patent/US20220131750A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20220131750A1%2Fen,"System, method, and apparatus to support mixed network communications on a …",2019-09-20,2022-01-06,,2022-04-28,Yu Fang,"Sonatus, Inc.",US20220131750A1,en,https://patentimages.storage.googleapis.com/c9/de/5e/9ccc55dfbd8f3d/US20220131750A1-20220428-D00000.png,https://patentimages.storage.googleapis.com/a4/20/9f/128cac780da43d/US20220131750A1.pdf,19.0
5,4,patent/EP3566021B1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FEP3566021B1%2Fen,Systems and methods for using a global positioning system velocity in visual- …,2017-01-04,2017-10-23,2021-03-17,2021-03-17,Arvind RAMANANDAN,Qualcomm Incorporated,EP3566021B1,en,https://patentimages.storage.googleapis.com/dc/1f/11/72968a3fef1413/imgf0001.png,https://patentimages.storage.googleapis.com/39/0d/e3/c96df6a63757cf/EP3566021B1.pdf,19.0
6,5,patent/CN110052798B/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FCN110052798B%2Fen,Automobile electronic hand brake assembling and welding device,2019-04-25,2019-04-25,2020-01-14,2020-01-14,张子蘅,深圳连硕自动化科技有限公司,CN110052798B,en,https://patentimages.storage.googleapis.com/b1/07/d6/127e69d07213e1/HDA0002039548570000011.png,https://patentimages.storage.googleapis.com/e1/3f/c9/9b2f77e38087b8/CN110052798B.pdf,19.0
7,6,patent/US10416521B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10416521B2%2Fen,Variable transmittance optical filter and uses thereof,2009-06-11,2017-12-13,2019-09-17,2019-09-17,Duhane Lam,"Switch Materials, Inc.",US10416521B2,en,https://patentimages.storage.googleapis.com/30/10/f8/3bfb0cb1c7c33d/US10416521-20190917-D00000.png,https://patentimages.storage.googleapis.com/09/0d/64/fa9fc267c83f6c/US10416521.pdf,19.0
8,7,patent/US11720863B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11720863B2%2Fen,Method and system for generating vehicle service content,2013-11-04,2021-01-07,2023-08-08,2023-08-08,Bradley R. Lewis,Snap-On Incorporated,US11720863B2,en,https://patentimages.storage.googleapis.com/16/e6/1e/01bc3a04023ad0/US11720863-20230808-D00000.png,https://patentimages.storage.googleapis.com/bc/48/1c/28b07615bee72b/US11720863.pdf,19.0
9,8,patent/US10273894B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10273894B2%2Fen,Internal combustion engine control for improved fuel efficiency,2008-07-11,2018-03-28,2019-04-30,2019-04-30,Adya S. Tripathi,"Tula Technology, Inc.",US10273894B2,en,https://patentimages.storage.googleapis.com/10/6f/a6/375ffa74e05b16/US10273894-20190430-D00000.png,https://patentimages.storage.googleapis.com/8a/54/d5/5a92d439ed2696/US10273894.pdf,19.0
10,9,patent/US11653250B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11653250B2%2Fen,Method and system for providing low bandwidth and high bandwidth communications …,2016-05-12,2020-01-20,2023-05-16,2023-05-16,II Charles M. Link,"M2MD Technologies, Inc.",US11653250B2,en,https://patentimages.storage.googleapis.com/5c/b8/be/6c107f94b33aef/US11653250-20230516-D00000.png,https://patentimages.storage.googleapis.com/96/dd/23/1341faaa555e8c/US11653250.pdf,19.0
1,0,patent/US11248096B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11248096B2%2Fen,"Composites with thermoplastic epoxy polymeric phase, articles such as carriers …",2015-03-10,2020-02-24,2022-02-15,2022-02-15,Henry E. Richardson,"Zephyros, Inc.",US11248096B2,en,https://patentimages.storage.googleapis.com/2c/cc/26/b94af755fc65c5/US11248096-20220215-D00000.png,https://patentimages.storage.googleapis.com/ee/0b/71/b3e4b454dc847e/US11248096.pdf,20.0
2,1,patent/US10332322B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10332322B2%2Fen,Systems and methods for vehicle-to-vehicle communication,2016-03-31,2017-10-31,2019-06-25,2019-06-25,Axel Nix,"Harman International Industries, Incorporated",US10332322B2,en,https://patentimages.storage.googleapis.com/7e/55/79/81e8b49ee2b1be/US10332322-20190625-D00000.png,https://patentimages.storage.googleapis.com/54/f8/3f/856fe4e9fa818d/US10332322.pdf,20.0
3,2,patent/US11127993B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11127993B2%2Fen,Electric vehicle thermal management system with battery heat storage,2016-09-27,2017-09-26,2021-09-21,2021-09-21,Jonathan King,"Rivian Ip Holdings, Llc",US11127993B2,en,https://patentimages.storage.googleapis.com/59/b7/91/347274001c9eb0/US11127993-20210921-D00000.png,https://patentimages.storage.googleapis.com/e4/5f/72/59442ea5c97006/US11127993.pdf,20.0
4,3,patent/US11466401B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11466401B2%2Fen,Carrier with localized fibrous insert and methods,2013-10-21,2020-07-20,2022-10-11,2022-10-11,Frank Braymand,"Zephyros, Inc.",US11466401B2,en,https://patentimages.storage.googleapis.com/ce/58/d3/d5481fd8e9fd92/US11466401-20221011-D00000.png,https://patentimages.storage.googleapis.com/85/f6/c3/8b01f32a29e0ca/US11466401.pdf,20.0
5,4,patent/US11801774B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11801774B2%2Fen,Method and system for unattended child detection,2014-03-21,2019-10-25,2023-10-31,2023-10-31,Mathieu LU-DAC,Iee International Electronics &amp; Engineering S.A.,US11801774B2,en,https://patentimages.storage.googleapis.com/34/10/9f/e3db5f34ee9978/US11801774-20231031-D00000.png,https://patentimages.storage.googleapis.com/17/00/eb/78fcf062630555/US11801774.pdf,20.0
6,5,patent/US10933962B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10933962B2%2Fen,Large outboard motor for marine vessel application and related methods of …,2010-02-11,2019-07-11,2021-03-02,2021-03-02,Eric A. Davis,Ab Volvo Penta,US10933962B2,en,https://patentimages.storage.googleapis.com/1a/46/bb/91a24dae877ad0/US10933962-20210302-D00000.png,https://patentimages.storage.googleapis.com/d0/4e/85/64d044ad207a5c/US10933962.pdf,20.0
7,6,patent/CN110850861B/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FCN110850861B%2Fen,Attention-based hierarchical lane-changing depth reinforcement learning,2018-07-27,2019-05-24,2023-05-23,2023-05-23,P·帕拉尼萨梅,通用汽车环球科技运作有限责任公司,CN110850861B,en,https://patentimages.storage.googleapis.com/3a/91/cd/c89916a3515e32/HDA0002072316060000011.png,https://patentimages.storage.googleapis.com/0a/3f/56/2be76e3a215b0b/CN110850861B.pdf,20.0
8,7,patent/US20210286923A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20210286923A1%2Fen,Sensor simulation and learning sensor models with generative machine learning …,2020-03-13,2020-03-13,,2021-09-16,Steen Kristensen,Nvidia Corporation,US20210286923A1,en,https://patentimages.storage.googleapis.com/ae/9b/f8/aae073f1425660/US20210286923A1-20210916-D00000.png,https://patentimages.storage.googleapis.com/c5/04/fd/03455ebbd4d597/US20210286923A1.pdf,20.0
9,8,patent/US11448754B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11448754B2%2Fen,Object sensing from a potentially moving frame of reference with virtual …,2018-11-20,2019-11-19,2022-09-20,2022-09-20,Bryan Cattle,"KMB Telematics, Inc.",US11448754B2,en,https://patentimages.storage.googleapis.com/70/33/fa/1d7a9ba2e45258/US11448754-20220920-D00000.png,https://patentimages.storage.googleapis.com/94/b0/6e/8d6f0f966abed3/US11448754.pdf,20.0
10,9,patent/US20210365986A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20210365986A1%2Fen,Presenting an advertisement in a vehicle,2014-02-05,2021-02-16,,2021-11-25,Wendell Brown,Pacific Wave Technology Inc.,US20210365986A1,en,https://patentimages.storage.googleapis.com/59/4e/03/5d6cc53303f4b4/US20210365986A1-20211125-D00000.png,https://patentimages.storage.googleapis.com/78/ae/1a/27e844d8c360f7/US20210365986A1.pdf,20.0
1,0,patent/US10538202B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10538202B2%2Fen,Method of manufacturing variable reflectance mirror reflective element for …,2002-09-20,2018-01-24,2020-01-21,2020-01-21,Ian A. McCabe,Donnelly Corporation,US10538202B2,en,https://patentimages.storage.googleapis.com/de/cb/2b/a5c026531e206d/US10538202-20200121-D00000.png,https://patentimages.storage.googleapis.com/58/76/95/8a3e6ed33d55b7/US10538202.pdf,21.0
2,1,patent/US10952243B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10952243B2%2Fen,"Method, system and device for network communications within a vehicle",2018-04-10,2019-04-10,2021-03-16,2021-03-16,Yongbum Kim,"Nio Usa, Inc.",US10952243B2,en,https://patentimages.storage.googleapis.com/71/89/dd/be90d67a173ca8/US10952243-20210316-D00000.png,https://patentimages.storage.googleapis.com/d1/a5/39/5e534c2f4350be/US10952243.pdf,21.0
3,2,patent/US11905199B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11905199B2%2Fen,"Glass compositions, fiberizable glass compositions, and glass fibers made …",2014-09-09,2020-11-17,2024-02-20,2024-02-20,Hong Li,"Electric Glass Fiber America, LLC",US11905199B2,en,https://patentimages.storage.googleapis.com/18/77/71/acfe093f3b455e/US11905199-20240220-D00001.png,https://patentimages.storage.googleapis.com/80/75/fd/66fb1bb8484260/US11905199.pdf,21.0
4,3,patent/US11667318B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11667318B2%2Fen,Occupant monitoring systems and methods,2014-12-30,2020-09-28,2023-06-06,2023-06-06,Jason Carl Lisseman,Joyson Safety Acquisition LLC,US11667318B2,en,https://patentimages.storage.googleapis.com/4b/c1/51/d04343b31dc474/US11667318-20230606-D00000.png,https://patentimages.storage.googleapis.com/44/8f/11/9f598934260c5b/US11667318.pdf,21.0
5,4,patent/US11379070B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11379070B2%2Fen,Gesture detection,2013-11-13,2018-06-18,2022-07-05,2022-07-05,Kevin Li,"At&amp;T Intellectual Property I, L.P.",US11379070B2,en,https://patentimages.storage.googleapis.com/45/7c/b3/15158c29215fe9/US11379070-20220705-D00000.png,https://patentimages.storage.googleapis.com/b1/00/82/037beaa134b452/US11379070.pdf,21.0
6,5,patent/JP7253837B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FJP7253837B2%2Fen,Method of manufacturing hot stamped component and hot stamped component,2018-04-28,2021-08-02,2023-04-07,2023-04-07,イ，ホンリャン,育材堂（▲蘇▼州）材料科技有限公司,JP7253837B2,en,https://patentimages.storage.googleapis.com/7f/ad/9a/7df163804fb934/0007253837000005.png,https://patentimages.storage.googleapis.com/a4/9e/84/83177ea0109916/JP7253837B2.pdf,21.0
7,6,patent/US10841146B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10841146B2%2Fen,Proximity synchronizing audio gateway device,2001-05-16,2019-04-10,2020-11-17,2020-11-17,Jeffrey Jonathan Spurgat,"Facebook, Inc.",US10841146B2,en,https://patentimages.storage.googleapis.com/a4/92/99/e108a3d72872d0/US10841146-20201117-D00000.png,https://patentimages.storage.googleapis.com/52/5f/f8/4b1a5dc85e4f4b/US10841146.pdf,21.0
8,7,patent/WO2021082301A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FWO2021082301A1%2Fen,Sleep and wakeup method for in-vehicle hybrid network comprising in-vehicle …,2019-10-31,2020-02-19,,2021-05-06,肖文平,上海赫千电子科技有限公司,WO2021082301A1,en,https://patentimages.storage.googleapis.com/5e/7e/a7/4b0783814793c1/PCTCN2020075842-appb-300001.png,https://patentimages.storage.googleapis.com/aa/00/0e/3b908b21425595/WO2021082301A1.pdf,21.0
9,8,patent/US10891694B1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10891694B1%2Fen,Using vehicle mode for subrogation on a distributed ledger,2017-09-06,2018-04-19,2021-01-12,2021-01-12,William J. Leise,State Farm Mutual Automobile Insurance Company,US10891694B1,en,https://patentimages.storage.googleapis.com/20/b4/3e/a1141e969a633a/US10891694-20210112-D00000.png,https://patentimages.storage.googleapis.com/80/4d/65/4d0e712d608517/US10891694.pdf,21.0
10,9,patent/EP3676629B1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FEP3676629B1%2Fen,Detector for determining a position of at least one object,2017-08-28,2018-08-28,2023-10-11,2023-10-11,Patrick Schindler,trinamiX GmbH,EP3676629B1,en,https://patentimages.storage.googleapis.com/e5/b1/b2/0735e45c07b81f/imgf0001.png,https://patentimages.storage.googleapis.com/25/70/a2/45949663a6216d/EP3676629B1.pdf,21.0
1,0,patent/US11852717B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11852717B2%2Fen,Imaging methods using frequency-scanned radar,2018-04-23,2022-09-02,2023-12-26,2023-12-26,Bryan Cattle,"KMB Telematics, Inc.",US11852717B2,en,https://patentimages.storage.googleapis.com/9c/20/e0/5fe31eeba54c1e/US11852717-20231226-D00000.png,https://patentimages.storage.googleapis.com/d3/98/81/816be246be978b/US11852717.pdf,22.0
2,1,patent/US11079617B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11079617B2%2Fen,Optical filter comprising a variable transmittance layer,2012-05-29,2019-07-25,2021-08-03,2021-08-03,Neil Robin Branda,Solatia Canada Inc.,US11079617B2,en,https://patentimages.storage.googleapis.com/58/56/74/c12c68afa2dc3e/US11079617-20210803-D00000.png,https://patentimages.storage.googleapis.com/17/e2/07/752301fd3e8b31/US11079617.pdf,22.0
3,2,patent/US11762068B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11762068B2%2Fen,Multi-wavelength LIDAR system,2016-04-22,2020-02-29,2023-09-19,2023-09-19,Mark J. Donovan,OPSYS Tech Ltd.,US11762068B2,en,https://patentimages.storage.googleapis.com/ae/a5/7b/0c12127ab9908a/US11762068-20230919-D00000.png,https://patentimages.storage.googleapis.com/ee/9e/e7/b5c25206308cc2/US11762068.pdf,22.0
4,3,patent/US11751042B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11751042B2%2Fen,Multi-access edge computing service for mobile user equipment method and …,2019-09-12,2021-08-11,2023-09-05,2023-09-05,Rajesh Poornachandran,Intel Corporation,US11751042B2,en,https://patentimages.storage.googleapis.com/c1/00/14/cda760c90333f6/US11751042-20230905-D00000.png,https://patentimages.storage.googleapis.com/ae/ed/99/711edf3e6f258a/US11751042.pdf,22.0
5,4,patent/US11099574B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11099574B2%2Fen,Internal safety systems for robotic vehicles,2015-11-04,2019-04-23,2021-08-24,2021-08-24,Timothy David Kentley-Klay,"Zoox, Inc.",US11099574B2,en,https://patentimages.storage.googleapis.com/91/d2/34/816e8c505c117a/US11099574-20210824-D00000.png,https://patentimages.storage.googleapis.com/df/6e/f7/ac21edd5c55f3a/US11099574.pdf,22.0
6,5,patent/US11580579B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11580579B2%2Fen,"System and method for the utilization of pricing models in the aggregation, …",2008-09-09,2021-07-16,2023-02-14,2023-02-14,Michael Swinson,"Truecar, Inc.",US11580579B2,en,https://patentimages.storage.googleapis.com/98/fd/63/7605d77a3e96e2/US11580579-20230214-D00000.png,https://patentimages.storage.googleapis.com/b3/34/fb/f7c54aab87587a/US11580579B2.pdf,22.0
7,6,patent/CN110392336B/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FCN110392336B%2Fen,"Method, system, and computer readable medium for providing collaborative …",2018-04-20,2019-04-16,2021-03-16,2021-03-16,O·阿尔廷塔斯,丰田自动车株式会社,CN110392336B,en,https://patentimages.storage.googleapis.com/d1/88/c1/ca6f4758ddc1a6/HDA0002029241190000011.png,https://patentimages.storage.googleapis.com/d1/f4/34/e0e767d2305459/CN110392336B.pdf,22.0
8,7,patent/US20240012092A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20240012092A1%2Fen,Detector for optically detecting at least one object,2016-11-17,2023-03-23,,2024-01-11,Christian Schildknecht,Trinamix Gmbh,US20240012092A1,en,https://patentimages.storage.googleapis.com/b5/69/cf/94435ec9e37079/US20240012092A1-20240111-D00000.png,https://patentimages.storage.googleapis.com/61/d8/c0/e5bb2c64404206/US20240012092A1.pdf,22.0
9,8,patent/US20200195737A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20200195737A1%2Fen,Clickstream analysis methods and systems related to determining actionable …,2013-06-21,2020-02-25,,2020-06-18,Amit Phansalkar,"Comscore, Inc.",US20200195737A1,en,https://patentimages.storage.googleapis.com/51/5c/bd/3a917b634eccc1/US20200195737A1-20200618-D00000.png,https://patentimages.storage.googleapis.com/23/47/34/a4208457499c1a/US20200195737A1.pdf,22.0
10,9,patent/US20220276351A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20220276351A1%2Fen,"Component and sensor for a lidar sensor system, lidar sensor system and method …",2019-03-08,2022-05-12,,2022-09-01,Ricardo Ferreira,Osram Gmbh,US20220276351A1,en,https://patentimages.storage.googleapis.com/f9/74/67/38b4ac9f690c04/US20220276351A1-20220901-D00000.png,https://patentimages.storage.googleapis.com/b3/c8/b2/03b501aac3c5b1/US20220276351A1.pdf,22.0
1,0,patent/US20210294944A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20210294944A1%2Fen,Virtual environment scenarios and observers for autonomous machine applications,2020-03-19,2020-03-19,,2021-09-23,Ahmed Nassar,Nvidia Corporation,US20210294944A1,en,https://patentimages.storage.googleapis.com/8d/c2/2e/1248c13d51150e/US20210294944A1-20210923-D00000.png,https://patentimages.storage.googleapis.com/d7/47/86/9b2206d0e8dc9c/US20210294944A1.pdf,23.0
2,1,patent/US11151645B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11151645B2%2Fen,Generating customer-specific vehicle proposals for potential vehicle customers,2003-11-25,2019-06-10,2021-10-19,2021-10-19,Jeffrey S. Cotton,"Autoalert, Llc",US11151645B2,en,https://patentimages.storage.googleapis.com/9f/8a/d9/e685bf499e39aa/US11151645-20211019-D00000.png,https://patentimages.storage.googleapis.com/e7/c0/86/f548c341c7fc21/US11151645.pdf,23.0
3,2,patent/US11255949B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11255949B2%2Fen,RF/mm-wave peak detector with high-dynamic range calibration,2015-10-23,2020-06-11,2022-02-22,2022-02-22,Vito Giannini,Texas Instruments Incorporated,US11255949B2,en,https://patentimages.storage.googleapis.com/6e/7c/bf/4ea063da2416a8/US11255949-20220222-D00000.png,https://patentimages.storage.googleapis.com/c8/2b/b5/71de280c6eadd4/US11255949.pdf,23.0
4,3,patent/JP7392022B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FJP7392022B2%2Fen,"Visible laser welding of electronic packaging, automotive electrical equipment, …",2016-04-29,2022-03-28,2023-12-05,2023-12-05,ジャン ミシェル ペラプラット，,ヌブル インク,JP7392022B2,en,https://patentimages.storage.googleapis.com/da/4b/d8/543bbb7be64355/0007392022000003.png,https://patentimages.storage.googleapis.com/63/19/74/bf2763c1f650c3/JP7392022B2.pdf,23.0
5,4,patent/US11830079B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11830079B2%2Fen,Evidence oracles,2017-09-06,2022-02-28,2023-11-28,2023-11-28,William J. Leise,State Farm Mutual Automobile Insurance Company,US11830079B2,en,https://patentimages.storage.googleapis.com/ed/f2/b8/66a71bf9bc0129/US11830079-20231128-D00000.png,https://patentimages.storage.googleapis.com/61/f9/de/e05e6d61822d73/US11830079.pdf,23.0
6,5,patent/US10594916B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10594916B2%2Fen,Estimating and using relative head pose and camera field-of-view,2015-04-27,2019-08-22,2020-03-17,2020-03-17,Ishay Sivan,Snap-Aid Patents Ltd.,US10594916B2,en,https://patentimages.storage.googleapis.com/f1/0a/2a/92cbd2ba3592da/US10594916-20200317-D00000.png,https://patentimages.storage.googleapis.com/62/ad/97/218edf0e7fe881/US10594916.pdf,23.0
7,6,patent/US11736916B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11736916B2%2Fen,Method and system for integratedly managing vehicle operation state,2016-12-02,2020-11-16,2023-08-22,2023-08-22,Daewon Kim,Thinkware Corporation,US11736916B2,en,https://patentimages.storage.googleapis.com/58/00/e1/e225f884424a4a/US11736916-20230822-D00000.png,https://patentimages.storage.googleapis.com/fb/8a/ac/cc236c32f41f44/US11736916.pdf,23.0
8,7,patent/US10267924B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10267924B2%2Fen,Systems and methods for using a sliding window of global positioning epochs in …,2017-01-04,2017-09-13,2019-04-23,2019-04-23,Arvind Ramanandan,Qualcomm Incorporated,US10267924B2,en,https://patentimages.storage.googleapis.com/6c/0f/da/3cae7a30554a18/US10267924-20190423-D00000.png,https://patentimages.storage.googleapis.com/63/56/20/48571ecd2e5719/US10267924.pdf,23.0
9,8,patent/US11024020B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11024020B2%2Fen,Method and system for automatic quality inspection of materials and virtual …,2016-12-01,2019-05-31,2021-06-01,2021-06-01,Jorge Augusto de Bonfim Gripp,Autaza Tecnologia S.A.,US11024020B2,en,https://patentimages.storage.googleapis.com/37/18/e4/1c5319c1981011/US11024020-20210601-D00000.png,https://patentimages.storage.googleapis.com/ed/91/92/8917479dfa5e2a/US11024020.pdf,23.0
10,9,patent/US11674915B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11674915B2%2Fen,Sensing system and method,2006-11-16,2020-08-17,2023-06-13,2023-06-13,Radislav Alexandrovich Potyrailo,General Electric Company,US11674915B2,en,https://patentimages.storage.googleapis.com/26/d8/e1/bbe6f19e0d5983/US11674915-20230613-D00000.png,https://patentimages.storage.googleapis.com/f3/91/d0/93763d88642024/US11674915.pdf,23.0
1,0,patent/US10906476B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10906476B2%2Fen,"Vehicle trim part having a layered, decorative finish and configured to form a …",2014-04-29,2018-06-07,2021-02-02,2021-02-02,Darius J. Preisler,"Global Ip Holdings, Llc",US10906476B2,en,https://patentimages.storage.googleapis.com/2d/45/7d/824c3568ba5c6c/US10906476-20210202-D00000.png,https://patentimages.storage.googleapis.com/46/f2/8e/a758f6e54e2e80/US10906476.pdf,24.0
2,1,patent/KR102357898B1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FKR102357898B1%2Fen,Dynamic adjustment of providing notification output to reduce user distraction …,2017-11-20,2018-11-15,2022-02-03,2022-02-03,비크람 아가왈,구글 엘엘씨,KR102357898B1,en,https://patentimages.storage.googleapis.com/01/58/18/8c5d5eb2dcabaa/112019133653016-pct00001.png,https://patentimages.storage.googleapis.com/6a/1b/bc/5e47cf187845bf/KR102357898B1.pdf,24.0
